"Namn","Pris","Volym","Varugrupp","Typ","Stil","PrisPerLiter","Producent","Ursprunglandnamn","Alkoholhalt","year","SortimentText"
"Slottskällans Imperial Stout",33,330,"Öl","Porter och stout","Imperial porter och stout",100,"Gamla Slottskällans Bryggeri","Sverige","9.00%",2014,"Lokalt och småskaligt"
"Electric Nurse - Imperial Stout",35.9,330,"Öl","Porter och stout","Imperial porter och stout",108.79,"Gamla Slottskällans Bryggeri","Sverige","8.50%",2014,"Lokalt och småskaligt"
"San Miguel Fresca",13.9,330,"Öl","Ljus lager","Internationell stil",42.12,"Grupo Mahou San Miguel","Spanien","4.40%",2014,"Övrigt sortiment"
"Flying Couch Dude - American Pale Ale",55.3,500,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",110.6,"Flying Couch","Danmark","5.50%",2014,"Lokalt och småskaligt"
"Hög Standard - Skånsk Västkust IPA",29.3,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",88.79,"Lundabryggeriet","Sverige","7.00%",2014,"Lokalt och småskaligt"
"Köpingshus - Rödh",32.2,500,"Öl","Ale brittisk-amerikansk stil","Irländsk ale",64.4,"Strömsholms Brygghus","Sverige","4.50%",2014,"Lokalt och småskaligt"
"Adelsö - R.E.S.P.E.C.T. Stout",31.6,330,"Öl","Porter och stout","Torr porter och stout",95.76,"Adelsö Bryggeri","Sverige","6.40%",2014,"Lokalt och småskaligt"
"Charta 77s Punköl",32.2,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",64.4,"Strömsholms Brygghus","Sverige","4.50%",2014,"Lokalt och småskaligt"
"Herman Hedning - Behemothian Bastard",35.1,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",70.2,"Strömsholms Brygghus","Sverige","4.50%",2014,"Lokalt och småskaligt"
"Herman Hedning - Bitter & Kränkt",36.5,500,"Öl","Ale brittisk-amerikansk stil","Extra special bitter",73,"Strömsholms Brygghus","Sverige","5.60%",2014,"Lokalt och småskaligt"
"Smålands Gyllene",29.9,330,"Öl","Ale belgisk stil","Belgisk ljus ale",90.61,"Egnells Bryggeri","Sverige","6.80%",2014,"Lokalt och småskaligt"
"Westervik - India Pale Ale",29.4,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",89.09,"Bryggeri Fängelset","Sverige","6.20%",2014,"Lokalt och småskaligt"
"Midnight Porter",33,330,"Öl","Porter och stout","Imperial porter och stout",100,"Bryggeri Fängelset","Sverige","8.00%",2014,"Lokalt och småskaligt"
"Long Play - Pale Ale",24.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",75.46,"Beer Studio","Sverige","5.40%",2014,"Lokalt och småskaligt"
"Birra Italia 1906",27.9,660,"Öl","Ljus lager","Internationell stil",42.27,"Birra Italia","Italien","4.80%",2014,"Övrigt sortiment"
"Timmermans - Kriek Lambicus",19.4,250,"Öl","Syrlig öl","Lambic - frukt och bär",77.6,"John Martin","Belgien","4.00%",2014,"Ordinarie sortiment"
"Fuller's London Pride",24.9,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",49.8,"Fuller Smith & Turner","Storbritannien","4.70%",2014,"Övrigt sortiment"
"Chimay Dorée Goud - Bieres de Chimay",25.9,330,"Öl","Ale belgisk stil","Belgisk ljus ale",78.49,"Bieres de Chimay","Belgien","4.80%",2014,"Övrigt sortiment"
"New Belgium Fat Tire - Amber Ale",20.9,355,"Öl","Ale brittisk-amerikansk stil","Amber ale",58.87,"New Belgium Brewing Co.","USA","5.20%",2014,"Ordinarie sortiment"
"Lambeth Walk - Porter",39,330,"Öl","Porter och stout","Torr porter och stout",118.18,"By The Horns Brewing Co.","Storbritannien","5.10%",2014,"Övrigt sortiment"
"Sleeman - Honey Brown Lager",34.7,341,"Öl","Mellanmörk lager","Märzen och wienerstil",101.76,"Sleeman Brewing & Malting Co","Kanada","5.20%",2014,"Övrigt sortiment"
"Pelforth - Blonde",24.6,250,"Öl","Ljus lager","",98.4,"Brasseri Pelforth","Frankrike","5.80%",2014,"Övrigt sortiment"
"Pelforth - Brune",28.6,250,"Öl","Ale brittisk-amerikansk stil","Brown ale",114.4,"Brasseri Pelforth","Frankrike","6.50%",2014,"Övrigt sortiment"
"Saku - Mõdu",31,500,"Öl","Annan öl","",62,"Saku Brewery","Estland","4.00%",2014,"Övrigt sortiment"
"Saku - Tume",35,500,"Öl","Mörk lager","Dubbelbock",70,"Saku Brewery","Estland","6.70%",2014,"Övrigt sortiment"
"Saku - Rock",29.3,500,"Öl","Ljus lager","Internationell stil",58.6,"Saku Brewery","Estland","5.30%",2014,"Övrigt sortiment"
"Alberget 4A",27.2,500,"Öl","Ljus lager","Pilsner - tysk stil",54.4,"Grebbestads Bryggeri","Sverige","5.00%",2014,"Övrigt sortiment"
"Spaten Oktoberfestbier",22.9,500,"Öl","Mellanmörk lager","Märzen och wienerstil",45.8,"Anheuser-Busch InBev","Tyskland","5.90%",2016,"Säsongsdrycker"
"Hofbräu München Oktoberfest",21.9,500,"Öl","Ljus lager","Starkare lager",43.8,"Staatliches Hofbräuhaus in München","Tyskland","6.30%",2016,"Säsongsdrycker"
"Löwenbräu Oktoberfestbier",22.9,500,"Öl","Mellanmörk lager","Märzen och wienerstil",45.8,"Anheuser-Busch InBev","Tyskland","6.10%",2016,"Säsongsdrycker"
"Samuel Adams Octoberfest",20.9,355,"Öl","Mellanmörk lager","Märzen och wienerstil",58.87,"Boston Beer Company","USA","5.50%",2016,"Säsongsdrycker"
"Tjockhult - Tjinook",30.1,500,"Öl","Ljus lager","Modern stil",60.2,"Nynäshamns Ångbryggeri AB","Sverige","5.10%",2014,"Övrigt sortiment"
"Mölska",49.4,500,"Öl","Annan öl","",98.8,"Jämtlands Vingård HB","Sverige","4.00%",2014,"Lokalt och småskaligt"
"Stockholm Syndrome - Red Ale",29,330,"Öl","Ale brittisk-amerikansk stil","Amber ale",87.88,"Modernist Brewery AB","Sverige","6.00%",2014,"Lokalt och småskaligt"
"Svartkropp - Peated Imperial Stout",39,330,"Öl","Porter och stout","Imperial porter och stout",118.18,"Modernist Brewery AB","Sverige","8.40%",2014,"Lokalt och småskaligt"
"Herman Hedning Helvete",34.2,500,"Öl","Veteöl","Hefeweizen",68.4,"Strömsholms Brygghus","Sverige","4.70%",2014,"Lokalt och småskaligt"
"HelVete",31.2,500,"Öl","Veteöl","Hefeweizen",62.4,"Strömsholms Brygghus","Sverige","4.70%",2014,"Lokalt och småskaligt"
"Folkes Ofiltrerade Lager",20.8,330,"Öl","Ljus lager","Modern stil",63.03,"Aktiebolaget Centralbryggeriet i Linköping","Sverige","4.90%",2014,"Lokalt och småskaligt"
"O'Hara's - Irish Red Ale",16.7,330,"Öl","Ale brittisk-amerikansk stil","Irländsk ale",50.61,"Carlow Brewing Co","Irland","4.30%",2014,"Övrigt sortiment"
"Folkes - Pale Ale",22.8,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",69.09,"Aktiebolaget Centralbryggeriet i Linköping","Sverige","5.80%",2014,"Lokalt och småskaligt"
"Brooklyn Lager",17.9,355,"Öl","Mellanmörk lager","Märzen och wienerstil",50.42,"Brooklyn Brewery","USA","5.20%",2014,"Ordinarie sortiment"
"La Trappe Blond",27.9,330,"Öl","Ale belgisk stil","Belgisk ljus ale",84.55,"De Koningshoeven","Nederländerna","6.50%",2014,"Övrigt sortiment"
"Rådanäs Alter Ego",22.9,330,"Öl","Ale tysk stil","Altbier",69.39,"Rådanäs Bryggeri AB","Sverige","4.90%",2014,"Lokalt och småskaligt"
"Strandlida Bryggeri - Mörk Ale",34.9,500,"Öl","Ale brittisk-amerikansk stil","Brown ale",69.8,"Strandlida Hopspace AB","Sverige","5.80%",2014,"Lokalt och småskaligt"
"Strandlida Bryggeri - Ljus Ale",34.9,500,"Öl","Ale brittisk-amerikansk stil","Golden/Blond ale",69.8,"Strandlida Hopspace AB","Sverige","5.80%",2014,"Lokalt och småskaligt"
"Meteor - Export",20,330,"Öl","Ljus lager","Internationell stil",60.61,"Brasserie Meteor","Frankrike","4.60%",2014,"Övrigt sortiment"
"Meteor - Grand Malt",20.2,250,"Öl","Ljus lager","Imperial pils och india pale lager (IPL)",80.8,"Brasserie Meteor","Frankrike","6.10%",2014,"Övrigt sortiment"
"Meteor - Pils",19.1,250,"Öl","Ljus lager","Pilsner - tysk stil",76.4,"Brasserie Meteor","Frankrike","5.00%",2014,"Övrigt sortiment"
"Meteor - Blanche",18.9,250,"Öl","Veteöl","Witbier",75.6,"Brasserie Meteor","Frankrike","5.00%",2014,"Övrigt sortiment"
"Meteor - de Printemps",19.5,250,"Öl","Ljus lager","",78,"Brasserie Meteor","Frankrike","5.50%",2014,"Övrigt sortiment"
"Anosteké - Brune",32.6,330,"Öl","Porter och stout","Imperial porter och stout",98.79,"Brasserie Du Pays Flamand","Frankrike","8.50%",2014,"Övrigt sortiment"
"Cuvée des Jacobins - Brouwerij Bockor",32.9,330,"Öl","Syrlig öl","Flamländsk röd och brun öl",99.7,"Brouwerij Omer Vander Ghinste","Belgien","5.50%",2014,"Ordinarie sortiment"
"Brygghus 19 - Respons",23.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",72.42,"Brygghus 19","Sverige","5.60%",2014,"Lokalt och småskaligt"
"Spitfire Ale - Shepherd Neame",17.9,440,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",40.68,"Shepherd Neame","Storbritannien","4.20%",2014,"Övrigt sortiment"
"Anosteké - Blonde",31.5,330,"Öl","Ale belgisk stil","Belgisk ljus ale",95.46,"Brasserie Du Pays Flamand","Frankrike","8.00%",2014,"Övrigt sortiment"
"Miami Vice - Pale Ale",29.4,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",89.09,"Ugly Duck Brewing Company","Danmark","4.80%",2014,"Övrigt sortiment"
"Raggar ÖL",11.5,330,"Öl","Ljus lager","Internationell stil",34.85,"Aktiebolaget Eleganten Öl och Sprit","Sverige","4.70%",2014,"Övrigt sortiment"
"Robbdematt - Pale Ale",46.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",142.12,"Birrificio Lambrate","Italien","5.50%",2014,"Övrigt sortiment"
"Bricola - Dark Ale",47.6,330,"Öl","Ale belgisk stil","Belgisk mörk ale",144.24,"Birrificio Lambrate","Italien","7.00%",2014,"Övrigt sortiment"
"Montestella - Helles",41.1,330,"Öl","Ljus lager","Dortmunder och helles",124.55,"Birrificio Lambrate","Italien","5.00%",2014,"Övrigt sortiment"
"Colomba - Bière Blanche de Corse",28.8,330,"Öl","Veteöl","Witbier",87.27,"Brasserie Pietra","Frankrike","5.00%",2014,"Övrigt sortiment"
"Guld Bock",24.8,330,"Öl","Mörk lager","Dunkel",75.15,"Glückauf-Brauerei GmbH Gersdorf","Tyskland","6.30%",2014,"Övrigt sortiment"
"Nymph - Saison",39,330,"Öl","Ale belgisk stil","Saison",118.18,"Åre Bryggcompagni","Sverige","5.50%",2014,"Lokalt och småskaligt"
"Barlingbo Bånsen - Brown Ale",23.9,330,"Öl","Ale brittisk-amerikansk stil","Brown ale",72.42,"Barlingbo Bryggeri","Sverige","5.50%",2014,"Lokalt och småskaligt"
"Leufsta APA",22.8,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",69.09,"Leufstabruk Bryggeri AB","Sverige","4.80%",2014,"Lokalt och småskaligt"
"Flamingo-go - IPA",39.6,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",120,"PangPang Brewery","Sverige","6.00%",2014,"Lokalt och småskaligt"
"Hökarängen - IPA",39.5,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",119.7,"PangPang Brewery","Sverige","7.00%",2014,"Övrigt sortiment"
"Sälen - Pale Ale",27.2,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",82.42,"Sälens Fjällbryggeri","Sverige","5.10%",2014,"Lokalt och småskaligt"
"Jönköpings Nolltresex",26,330,"Öl","Ljus lager","Pilsner - tysk stil",78.79,"Jönköpings Bryggeri","Sverige","5.00%",2014,"Övrigt sortiment"
"Fjäll - R.I.P.A",30.1,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",91.21,"Sälens Fjällbryggeri","Sverige","6.30%",2014,"Lokalt och småskaligt"
"Sumpan - Ale",26,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",78.79,"Sundbybergs köksbryggeri","Sverige","5.20%",2014,"Lokalt och småskaligt"
"Barlingbo Galgbacken",23.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",72.42,"Barlingbo Bryggeri","Sverige","5.80%",2014,"Lokalt och småskaligt"
"Halvlager",26,330,"Öl","Ale tysk stil","",78.79,"Sundbybergs köksbryggeri","Sverige","5.20%",2014,"Lokalt och småskaligt"
"Gathenhielm - Ingela",33.7,500,"Öl","Ale brittisk-amerikansk stil","Golden/Blond ale",67.4,"Onsala Hantverksbryggeri","Sverige","5.10%",2014,"Lokalt och småskaligt"
"Barlingbo Gumsen",28.9,330,"Öl","Porter och stout","Torr porter och stout",87.58,"Barlingbo Bryggeri","Sverige","5.30%",2014,"Lokalt och småskaligt"
"Brygghus 19 - Passion IPA",26.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",81.52,"Brygghus 19","Sverige","6.60%",2014,"Lokalt och småskaligt"
"Ålö Ale",30.2,500,"Öl","Ale brittisk-amerikansk stil","Golden/Blond ale",60.4,"Nynäshamns Ångbryggeri AB","Sverige","5.60%",2014,"Lokalt och småskaligt"
"Äppelbo - Amarillo IPA",24.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",75.46,"Äppelbo Bryggeri","Sverige","5.20%",2014,"Lokalt och småskaligt"
"Saison - Passionsfrukt",29,330,"Öl","Ale belgisk stil","Saison",87.88,"Sundbybergs köksbryggeri","Sverige","6.40%",2014,"Lokalt och småskaligt"
"Mademoiselle - Saison",24.9,330,"Öl","Ale belgisk stil","Saison",75.46,"Jemtehed & Brande","Sverige","4.30%",2014,"Lokalt och småskaligt"
"Sierra Nevada - Kellerweis",28.5,355,"Öl","Veteöl","Hefeweizen",80.28,"Sierra Nevada Brewing","USA","4.80%",2014,"Övrigt sortiment"
"Founders - All Day India Pale Ale",20.9,355,"Öl","Ale brittisk-amerikansk stil","Session IPA",58.87,"Founders Brewing Company","USA","4.70%",2014,"Ordinarie sortiment"
"Stallhagen - Honungsöl",30.4,330,"Öl","Annan öl","",92.12,"Stallhagen","Finland","4.70%",2014,"Övrigt sortiment"
"Camden - Gentleman's Wit",24.5,330,"Öl","Veteöl","Witbier",74.24,"Camden Town Brewery","Storbritannien","4.30%",2014,"Övrigt sortiment"
"St Stefanus - Blonde Ale",26.8,330,"Öl","Ale belgisk stil","Belgisk ljus ale",81.21,"Brouwerij Van Steenberge","Belgien","7.00%",2014,"Övrigt sortiment"
"Desperados - Tequila Flavoured Beer",18.9,330,"Öl","Annan öl","",57.27,"Heineken","Nederländerna","5.90%",2014,"Ordinarie sortiment"
"Berliner - Pilsner",35.7,500,"Öl","Ljus lager","Pilsner - tysk stil",71.4,"Berliner Kindl Brauerei","Tyskland","5.00%",2014,"Övrigt sortiment"
"Augustiner - Lagerbier Hell",37.1,500,"Öl","Ljus lager","Dortmunder och helles",74.2,"Augustiner Bräu","Tyskland","5.20%",2014,"Övrigt sortiment"
"Antarctica",36.9,355,"Öl","Ljus lager","Internationell stil",103.94,"InBev","Brasilien","5.00%",2014,"Övrigt sortiment"
"Forest Fruit Bacuri - Amazon Beer",33.4,330,"Öl","Annan öl","",101.21,"Cotswold Brewery","Storbritannien","4.10%",2014,"Övrigt sortiment"
"Wedding Rauch",32.1,330,"Öl","Annan öl","",97.27,"Birrificio del Ducato","Italien","5.40%",2014,"Övrigt sortiment"
"Asahi - Black Lager",34.9,334,"Öl","Mörk lager","",104.49,"Asahi Beer","Internationellt märke","5.00%",2014,"Övrigt sortiment"
"Carlsberg",299,3000,"Öl","Ljus lager","Internationell stil",99.67,"Unicer Bebidas de Portugal S.A.","Internationellt märke","5.00%",2014,"Övrigt sortiment"
"Amazon Forest Pilsen",32,330,"Öl","Ljus lager","Internationell stil",96.97,"Cotswold Brewery","Storbritannien","4.10%",2014,"Övrigt sortiment"
"Sons Of Anarchy - Amber Ale",21.9,355,"Öl","Ale brittisk-amerikansk stil","Amber ale",61.69,"Rock'n'wines AB","USA","4.70%",2014,"Ordinarie sortiment"
"Konrad 12",14.9,330,"Öl","Ljus lager","Pilsner - tjeckisk stil",45.15,"Hols","Tjeckien","5.20%",2014,"Övrigt sortiment"
"Konrad 12",17.9,500,"Öl","Ljus lager","Pilsner - tjeckisk stil",35.8,"Hols","Tjeckien","5.20%",2014,"Övrigt sortiment"
"Krusovice - Cerne",16.8,500,"Öl","Mörk lager","Dunkel",33.6,"Královsky Pivovar","Tjeckien","3.80%",2014,"Ordinarie sortiment"
"Bombardier",17.9,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",54.24,"Wells & Young's Brewing Company","Storbritannien","5.20%",2014,"Ordinarie sortiment"
"BrewDog Tokyo",94.4,330,"Öl","Porter och stout","Imperial porter och stout",286.06,"BrewDog","Storbritannien","16.50%",2014,"Övrigt sortiment"
"Iron Maiden - Trooper",19.9,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",60.3,"Frederic Robinson Ltd","Storbritannien","4.70%",2014,"Övrigt sortiment"
"Eriksberg Julöl",18.2,500,"Öl","Mörk lager","",36.4,"Carlsberg Sverige AB","Sverige","5.60%",2016,"Säsongsdrycker"
"Slottskällans - Winter Eko",24.2,330,"Öl","Mörk lager","",73.33,"Gamla Slottskällans Bryggeri","Sverige","4.50%",2015,"Säsongsdrycker"
"Falcons Julmumma",18.8,500,"Öl","Mörk lager","",37.6,"Carlsberg Sverige AB","Sverige","5.20%",2016,"Säsongsdrycker"
"N'Ice Chouffe",64.7,750,"Öl","Ale belgisk stil","Dubbel",86.27,"Duvel Moortgat","Belgien","10.00%",2016,"Säsongsdrycker"
"Falcon Julöl",17.8,500,"Öl","Mörk lager","",35.6,"Carlsberg Sverige AB","Sverige","5.20%",2016,"Säsongsdrycker"
"The Queen's - Pale Ale",19.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",60.3,"Coppersmith's AB","Sverige","5.40%",2014,"Lokalt och småskaligt"
"Falcon Julöl",12.7,330,"Öl","Mörk lager","",38.49,"Carlsberg Sverige AB","Sverige","5.20%",2016,"Säsongsdrycker"
"The Rook's - Red Lager",19.5,330,"Öl","Mellanmörk lager","Märzen och wienerstil",59.09,"Coppersmith's AB","Sverige","5.00%",2014,"Lokalt och småskaligt"
"Grebbestad Julöl",22.8,500,"Öl","Mörk lager","",45.6,"Grebbestads Bryggeri","Sverige","5.20%",2016,"Säsongsdrycker"
"The Queen's - Pale Ale",19.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",60.3,"Coppersmith's AB","Sverige","5.40%",2014,"Lokalt och småskaligt"
"The Knight's - IPA",22.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",69.39,"Coppersmith's AB","Sverige","6.40%",2014,"Lokalt och småskaligt"
"Mariestads Julebrygd",18.9,500,"Öl","Mörk lager","",37.8,"Spendrups","Sverige","5.80%",2016,"Säsongsdrycker"
"Mariestads Julebrygd",18.6,500,"Öl","Mörk lager","",37.2,"Spendrups","Sverige","5.80%",2016,"Säsongsdrycker"
"Fusion Saison - Rhubarb & Raspberry",28,330,"Öl","Annan öl","",84.85,"Coppersmith's AB","Sverige","6.30%",2014,"Lokalt och småskaligt"
"Nils Oscar - Kalasjulöl",19.8,330,"Öl","Mellanmörk lager","Märzen och wienerstil",60,"The Nils Oscar Company","Sverige","5.20%",2016,"Säsongsdrycker"
"Stockholm Brewing - Besserweisser",28.7,330,"Öl","Veteöl","Hefeweizen",86.97,"STHLM Brewing Co.","Sverige","5.00%",2014,"Lokalt och småskaligt"
"Liefmans Glühkriek",59.7,750,"Öl","Ale belgisk stil","",79.6,"Duvel Moortgat","Belgien","6.00%",2016,"Säsongsdrycker"
"Jacobsen - Golden Naked Christmas Ale",60.5,750,"Öl","Ale brittisk-amerikansk stil","Strong ale",80.67,"Carlsberg Danmark","Danmark","7.50%",2016,"Säsongsdrycker"
"Samuel Adams - Winter Lager",20.1,355,"Öl","Mörk lager","",56.62,"Boston Beer Company","USA","5.50%",2016,"Säsongsdrycker"
"Lagunitas Holiday Ale",26.2,355,"Öl","Ale brittisk-amerikansk stil","Strong ale",73.8,"Lagunitas Brewing Company","USA","7.70%",2016,"Säsongsdrycker"
"Hibernation Ale",32.5,355,"Öl","Ale brittisk-amerikansk stil","Old ale",91.55,"Great Divide Brewing Co","USA","8.70%",2016,"Säsongsdrycker"
"Anchor Christmas Ale",25.8,355,"Öl","Annan öl","",72.68,"Anchor Brewing Company","USA","6.50%",2016,"Säsongsdrycker"
"St Peter's Winter Ale",31.9,500,"Öl","Ale brittisk-amerikansk stil","Strong ale",63.8,"St Peter's Brewery","Storbritannien","6.50%",2016,"Säsongsdrycker"
"Charlis Trippelale - Älvdans Ipanema Rökstout",99.9,1500,"Öl","Annan öl","Öl av flera typer/stilar",66.6,"Charlis Brygghus","Sverige","5.40%",2014,"Lokalt och småskaligt"
"Shepherd Neame - Christmas Ale",28.9,500,"Öl","Ale brittisk-amerikansk stil","Strong ale",57.8,"Shepherd Neame","Storbritannien","7.00%",2016,"Säsongsdrycker"
"BrewDog Santa Paws",22.7,330,"Öl","Ale brittisk-amerikansk stil","",68.79,"BrewDog","Storbritannien","4.50%",2016,"Säsongsdrycker"
"S:t Eriks - Winter Session IPA",19.9,330,"Öl","Ale brittisk-amerikansk stil","Session IPA",60.3,"S:t Eriks Bryggeri","Sverige","4.10%",2016,"Säsongsdrycker"
"Sigtuna Winter IPA - Organic",23.1,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",70,"Sigtuna Brygghus","Sverige","6.00%",2016,"Säsongsdrycker"
"S:t Eriks - Julale",20.8,330,"Öl","Ale brittisk-amerikansk stil","",63.03,"S:t Eriks Bryggeri","Sverige","5.40%",2016,"Säsongsdrycker"
"Mohawk - Whiteout Imperial Stout",29.9,330,"Öl","Porter och stout","",90.61,"Mohawk Brewing Company","Sverige","9.70%",2015,"Säsongsdrycker"
"Sleepy Bulldog - Winter Ale",20.8,330,"Öl","Ale oklassificerat","",63.03,"Gotlands Bryggeri","Sverige","6.20%",2016,"Säsongsdrycker"
"Oppigårds Winter Ale",27.8,500,"Öl","Ale oklassificerat","",55.6,"Oppigårds Bryggeri AB","Sverige","5.30%",2016,"Säsongsdrycker"
"Wisby Julbrygd",19.8,330,"Öl","Mörk lager","",60,"Gotlands Bryggeri","Sverige","6.00%",2016,"Säsongsdrycker"
